27.844070    0.00348435
27.766760    0.00361597
27.689870    0.00349226
27.613410    0.00349985
27.537370    0.00349129
27.461750    0.0034874
27.386540    0.00353543
27.311740    0.00347717
27.237350    0.00348811
27.163370    0.00347118
27.089780    0.00346966
27.016600    0.00346929
26.943800    0.00346747
26.871400    0.0034732
26.799390    0.00346475
26.727760    0.00346359
26.656510    0.00346248
26.585640    0.00346139
26.515150    0.0034604
26.445030    0.00346005
26.375280    0.0034806
26.305900    0.0035082
26.236880    0.00345664
26.168220    0.00346171
26.099930    0.00349683
26.031980    0.00345374
25.964390    0.00345358
25.897150    0.00345938
25.830260    0.00345844
25.763710    0.00350384
25.697500    0.00345037
25.631640    0.00344911
25.566110    0.00344845
25.500910    0.00345691
25.436050    0.00346416
25.371510    0.00344639
25.307300    0.00344607
25.243420    0.0034462
25.179860    0.00344462
25.116610    0.00344406
25.053690    0.00344353
24.991070    0.00344302
24.928770    0.00344253
24.866790    0.0035677
24.805100    0.00345289
24.743730    0.00344197
24.682650    0.00344162
24.621880    0.0034413
24.561400    0.00344057
24.501230    0.00343975
24.441340    0.00344064
24.381750    0.00347297
24.322450    0.00344247
24.263430    0.00344422
24.204700    0.0034691
24.146260    0.00344389
24.088090    0.00343832
24.030210    0.00344784
23.972600    0.00345089
23.915270    0.00343675
23.858210    0.00343657
23.801430    0.00343654
23.744910    0.00343627
23.688660    0.00346645
23.632680    0.00343589
23.576960    0.00343589
23.521510    0.00343564
23.466310    0.00348744
23.411370    0.00348808
23.356690    0.00343972
23.302260    0.00344718
23.248090    0.00343843
23.194170    0.00344584
23.140500    0.00344689
23.087070    0.00350952
23.033890    0.00346557
22.980960    0.00343507
22.928270    0.00343508
22.875820    0.00344865
22.823610    0.00346124
22.771630    0.00346055
22.719900    0.00343975
22.668390    0.00343872
22.617120    0.0034358
22.566090    0.00348204
22.515280    0.00343543
22.464700    0.00343823
22.414350    0.00343563
22.364220    0.00343574
22.314310    0.00349856
22.264630    0.00343878
22.215170    0.00343616
22.165930    0.00370218
22.116900    0.00343644
22.068100    0.00343654
22.019500    0.00344029
21.971120    0.00343689
21.922960    0.0034432
21.875000    0.00344492
21.827250    0.00343741
21.779710    0.00343938
21.732380    0.00343934
21.685250    0.00343801
21.638330    0.00343867
21.591610    0.00343849
21.545090    0.0034413
21.498770    0.00350738
21.452650    0.00351597
21.406730    0.00348212
21.361000    0.00343963
21.315470    0.00343991
21.270130    0.00344021
21.224980    0.00344063
21.180030    0.00344131
21.135270    0.00344133
21.090690    0.00344159
21.046300    0.00344486
21.002100    0.00344185
20.958080    0.00347406
20.914250    0.00344937
20.870600    0.00347933
20.827130    0.00346988
20.783850    0.00344339
20.740740    0.00346258
20.697810    0.00346815
20.655060    0.00345123
20.612490    0.00373281
20.570090    0.00344499
20.527860    0.0034713
20.485810    0.00344586
20.443930    0.00344617
20.402220    0.00348184
20.360670    0.00344674
20.319300    0.00344713
20.278100    0.00348242
20.237060    0.00344782
20.196190    0.0034486
20.155490    0.00344931
20.114940    0.00345632
20.074560    0.00349083
20.034340    0.00345914
19.994290    0.00348019
19.954390    0.00343961
19.914650    0.00343069
19.875070    0.00342217
19.835650    0.00341305
19.796380    0.00343139
19.757270    0.00348492
19.718310    0.00339294
19.679510    0.00337901
19.640850    0.0033943
19.602350    0.00336256
19.564000    0.00345627
19.525800    0.00357949
19.487750    0.00333908
19.449850    0.0033308
19.412090    0.00332306
19.374480    0.00349399
