#wvl [um]      Flux [erg/s/cm]
10.60284762    13423.1206        
10.59161749    12299.9135        
10.58041112    12193.8236        
10.56922845    12516.8044        
10.55806938    13416.9987        
10.54693386    12827.9333        
10.53582179    12386.9317        
10.52473312    12868.6645        
10.51366777    12994.1445        
10.50262566    12999.9291        
10.49160671    12504.2089        
10.48061087    12199.3792        
10.46963805    13808.2125        
10.45868818    12048.267         
10.44776119    13007.342         
10.43685702    12246.7719        
10.42597557    11814.4044        
10.4151168     12124.6123        
10.40428062    11771.2498        
10.39346696    12461.414         
10.38267576    11964.6085        
10.37190695    12399.6794        
10.36116045    12253.1429        
10.3504362     12678.3379        
10.33973412    12337.0558        
10.32905415    12475.1766        
10.31839623    12918.5678        
10.30776027    13155.1344        
10.29714622    14822.8904        
10.286554      12978.8895        
10.27598356    12538.9078        
10.26543481    14574.1665        
10.25490771    17720.8613        
10.24440217    14388.4659        
10.23391813    15656.5774        
10.22345553    14223.3852        
10.2130143     14268.8042        
10.20259437    15979.9214        
10.19219569    16104.0305        
10.18181818    16975.7097        
10.17146178    13308.5455        
10.16112643    13844.2587        
10.15081206    15645.5816        
10.14051862    16676.8175        
10.13024602    15446.6075        
10.11999422    16215.0041        
10.10976314    13025.7624        
10.09955273    13989.0424        
10.08936293    13535.6776        
10.07919366    14839.737         
10.06904488    14235.6418        
10.05891651    13598.2175        
10.0488085     14234.8647        
10.03872078    14365.4154        
10.0286533     14558.7931        
10.01860598    14335.7861        
10.00857878    14191.9398        
9.998571633    15033.2932        
9.988584475    14753.8193        
9.978617249    16286.929         
9.968669895    13831.5484        
9.958742353    14981.827         
9.948834565    14383.4514        
9.938946472    15239.2501        
9.929078014    14050.6079        
9.919229134    15684.5408        
9.909399773    12894.2153        
9.899589874    12831.7408        
9.889799378    12460.348         
9.880028229    14490.5286        
9.870276368    13102.2368        
9.860543739    13472.037         
9.850830284    18149.9588        
9.841135948    14751.8823        
9.831460674    14037.2534        
9.821804406    13754.5236        
9.812167087    13793.4092        
9.802548663    14443.0123        
9.792949077    17302.1754        
9.783368274    15739.5592        
9.773806199    15563.3231        
9.764262798    17951.2546        
9.754738016    14020.5882        
9.745231797    15835.5188        
9.735744089    15653.3162        
9.726274837    15542.4541        
9.716823987    15800.4072        
9.707391485    14067.4818        
9.697977279    16686.6543        
9.688581315    15061.9585        
9.67920354     14553.9821        
9.669843901    14571.8919        
9.660502346    13857.6294        
9.651178823    15934.5749        
9.641873278    14471.6858        
9.632585661    14710.0747        
9.62331592     13854.099         
9.614064002    15615.8268        
9.604829857    14981.4659        
9.595613434    13911.6486        
9.586414681    15031.4214        
9.577233548    15244.4364        
9.568069984    15206.0365        
9.558923938    14356.8434        
9.549795362    16500.6503        
9.540684203    17032.1616        
9.531590414    15240.0643        
9.522513944    15299.4823        
9.513454743    15684.6384        
9.504412763    14374.509         
9.495387954    14413.3134        
9.486380268    14371.3325        
9.477389656    14585.7216        
9.468416069    16420.1965        
9.459459459    13931.4107        
9.450519779    13985.3963        
9.441596979    13327.3571        
9.432691012    14231.099         
9.423801831    16189.9558        
9.414929388    16309.0204        
9.406073636    13518.7271        
9.397234528    13593.7271        
9.388412017    14721.3594        
9.379606057    14169.7903        
9.3708166      15068.4769        
9.3620436      15261.9645        
9.353287012    18914.9793        
9.344546789    15080.0253        
9.335822886    15839.4668        
9.327115256    14902.7107        
9.318423855    15825.0198        
9.309748637    14627.987         
9.301089556    15889.3543        
9.292446568    14578.2853        
9.283819629    14454.9235        
9.275208692    16208.1397        
9.266613715    15243.2575        
9.258034652    15634.8031        
9.249471459    14502.8726        
9.240924092    16408.2453        
9.232392509    18341.7135        
9.223876664    14061.2567        
9.215376514    16355.9575        
9.206892016    15716.6519        
9.198423127    15456.6659        
9.189969804    18057.7666        
9.181532004    15161.9847        
9.173109684    15501.8165        
9.164702802    14132.3491        
9.156311315    15139.9682        
9.14793518     15492.6263        
9.139574357    15661.1244        
9.131228803    15628.0884        
9.122898475    15245.9415        
9.114583333    15670.0097        
9.106283336    15267.5609        
9.09799844     15430.5016        
9.089728607    14430.9845        
9.081473793    16633.9312        
9.07323396     16237.0016        
9.065009065    14238.7366        
9.056799068    15103.1555        
9.04860393     16663.8943        
9.040423608    15341.3591        
9.032258065    14398.7037        
9.024107258    14296.5991        
9.015971149    16042.3541        
9.007849698    16841.8533        
8.999742864    15111.2167        
8.99165061     14634.0837        
8.983572895    15256.6449        
8.975509681    15021.8169        
8.967460927    14627.8001        
8.959426597    15369.4008        
8.95140665     14763.1188        
8.943401048    14695.07          
8.935409752    16182.1517        
8.927432725    16152.1104        
8.919469929    14933.7526        
8.911521324    14639.5894        
8.903586874    15672.921         
8.89566654     18503.1661        
8.887760284    16219.5034        
8.879868071    15665.9245        
8.871989861    15824.7682        
8.864125617    14989.792         
8.856275304    16549.9833        
8.848438883    16466.0932        
8.840616317    15023.4621        
8.832807571    15318.3118        
8.825012607    16237.5392        
8.817231389    14809.0735        
8.809463881    15728.8719        
8.801710047    14446.2097        
8.793969849    14705.5414        
8.786243253    15628.6338        
8.778530223    17049.2488        
8.770830723    14967.2353        
8.763144717    14368.9197        
8.75547217     17108.2026        
8.747813047    15622.0884        
8.740167312    16100.2464        
8.73253493     14535.5916        
8.724915867    15667.4375        
8.717310087    15128.2173        
8.709717556    15263.2422        
8.70213824     15653.4012        
8.694572103    16785.3428        
8.687019111    14931.5139        
8.679479231    14715.6663        
8.671952428    15785.1843        
8.664438668    15856.5505        
8.656937917    14866.0043        
8.649450142    15873.9092        
8.641975309    15728.2206        
8.634513383    15682.1369        
8.627064333    14932.0378        
8.619628125    15187.605         
8.612204724    15647.7553        
8.6047941      16979.0682        
8.597396217    15012.8318        
8.590011044    15764.4441        
8.582638548    15428.6495        
8.575278697    17078.9663        
8.567931457    15092.9128        
8.560596796    15462.0746        
8.553274682    15378.2943        
8.545965084    15645.5087        
8.538667968    15221.0288        
8.531383303    15619.7983        
8.524111057    15592.0698        
8.516851198    14521.0412        
8.509603696    15865.5781        
8.502368517    15016.7816        
8.495145631    14802.7445        
8.487935007    14795.7613        
8.480736613    15047.8987        
8.473550418    17664.6053        
8.466376391    17159.7504        
8.459214502    15125.8174        
8.452064719    15498.6894        
8.444927012    14736.2621        
8.43780135     15853.8075        
8.430687703    14902.5854        
8.423586041    14919.7024        
8.416496333    17029.4697        
8.409418549    18193.0147        
8.402352659    17372.6725        
8.395298633    15704.514         
8.388256441    15695.9673        
8.381226054    15020.5133        
8.374207441    15068.5395        
8.367200574    14773.9324        
8.360205422    15648.9133        
8.353221957    15076.8695        
8.346250149    15217.5408        
8.339289969    15409.6374        
8.332341388    15090.9204        
8.325404377    14832.8499        
8.318478907    15184.8007        
8.311564949    16933.2692        
8.304662475    15654.844         
8.297771456    17592.6475        
8.290891863    16076.8516        
8.284023669    15451.5601        
8.277166844    15314.6455        
8.270321361    15286.68          
8.263487192    15077.5989        
8.256664308    15648.5023        
8.249852681    15074.4955        
8.243052285    15245.102         
8.23626309     15195.6913        
8.229485069    16372.6101        
8.222718196    15984.1276        
8.215962441    15712.5525        
8.209217779    15254.9461        
8.202484181    15281.7714        
8.19576162     14669.1359        
8.18905007     15810.2966        
8.182349503    15732.2923        
8.175659893    15323.1224        
8.168981211    15579.2491        
8.162313433    14561.1853        
8.15565653     14949.6166        
8.149010477    15435.1729        
8.142375247    15453.4299        
8.135750814    17275.5408        
8.12913715     15695.4835        
8.122534231    15684.8708        
8.115942029    15476.3441        
8.109360519    14999.268         
8.102789675    16080.5469        
8.09622947     15483.827         
8.08967988     16640.9316        
8.083140878    15777.5193        
8.076612438    16045.1046        
8.070094535    15037.8613        
8.063587144    17700.6843        
8.057090239    15235.9967        
8.050603795    15372.7759        
8.044127787    14762.3676        
8.037662189    15236.4409        
8.031206976    15564.3039        
8.024762123    16477.231         
8.018327606    15309.9363        
8.011903399    14821.4947        
8.005489478    17550.0629        
7.999085819    16604.2991        
7.992692396    16732.3399        
7.986309184    16108.519         
7.979936161    15659.6677        
7.9735733      16584.0053        
7.967220578    15754.0101        
7.960877971    15103.856         
7.954545455    15002.9567        
7.948223004    15652.4985        
7.941910597    16325.5788        
7.935608208    15332.5935        
7.929315813    18230.3917        
7.92303339     15719.1582        
7.916760914    15666.7415        
7.910498361    15361.3524        
7.904245709    16246.4181        
7.898002934    14826.1156        
7.891770011    14781.5529        
7.885546919    15143.1999        
7.879333633    15432.2906        
7.873130132    15250.7285        
7.86693639     15514.5056        
7.860752386    14914.862         
7.854578097    15330.5075        
7.848413499    17997.5625        
7.84225857     17488.3339        
7.836113288    15460.3388        
7.829977629    17058.9231        
7.82385157     17533.9368        
7.81773509     16975.262         
7.811628166    15185.2278        
7.805530776    14896.7253        
7.799442897    16897.7793        
7.793364507    16587.6565        
7.787295583    16253.952         
7.781236105    15977.2582        
7.775186049    15969.2644        
7.769145394    15084.8645        
7.763114118    14950.7245        
7.757092199    15575.1224        
7.751079615    14931.1463        
7.745076344    15455.0147        
7.739082366    14973.8866        
7.733097658    15686.9142        
7.727122199    16228.5267        
7.721155967    16142.7597        
7.715198942    15005.8823        
7.709251101    15063.178         
7.703312424    16708.9747        
7.69738289     16098.9915        
7.691462477    16844.0879        
7.685551164    16597.5833        
7.67964893     16583.4502        
7.673755755    16860.5487        
7.667871618    16236.3076        
7.661996497    15226.5802        
7.656130373    15654.9991        
7.650273224    16307.7929        
7.64442503     15549.1632        
7.63858577     18398.8976        
7.632755425    16445.7774        
7.626933973    16484.8355        
7.621121394    14768.0128        
7.615317668    15582.6411        
7.609522774    16812.3935        
7.603736693    14893.6986        
7.597959405    15012.3972        
7.592190889    14834.0102        
7.586431126    16406.272         
7.580680095    15476.7774        
7.574937777    16082.5664        
7.569204152    15020.9417        
7.5634792      18191.4377        
7.557762902    15765.2279        
7.552055238    15891.0597        
7.546356188    15849.9416        
7.540665733    15890.0748        
7.534983854    15852.2471        
7.52931053     16179.3101        
7.523645744    16821.4713        
7.517989475    16167.8946        
7.512341704    18370.3123        
7.506702413    16718.2783        
7.501071582    16521.6084        
7.495449192    16340.8303        
7.489835224    16645.5574        
7.484229659    18478.7489        
7.478632479    14705.4759        
7.473043664    14683.1461        
7.467463196    14591.7638        
7.461891056    14588.5714        
7.456327226    16912.1513        
7.450771687    17151.8585        
7.44522442     18200.7942        
7.439685408    15583.265         
7.43415463     16073.42          
7.42863207     15946.1138        
7.423117709    16195.0544        
7.417611529    18060.8554        
7.412113511    16034.394         
7.406623638    17425.49          
7.40114189     16174.3845        
7.395668251    16186.7703        
7.390202703    16611.2907        
7.384745226    17357.8317        
7.379295804    15656.1864        
7.373854419    16274.3279        
7.368421053    16943.5729        
7.362995687    15509.3236        
7.357578306    16327.9126        
7.35216889     18149.8541        
7.346767422    14487.4338        
7.341373886    16078.7106        
7.335988262    14547.2188        
7.330610535    16716.3757        
7.325240686    17069.5769        
7.319878699    17540.6361        
7.314524556    18044.931         
7.30917824     16027.8448        
7.303839733    16839.2218        
7.298509019    16079.2514        
7.29318608     15756.2921        
7.287870901    15990.6091        
7.282563462    18053.0129        
7.277263749    15239.9752        
7.271971743    16125.3319        
7.266687429    18478.3776        
7.261410788    16932.7727        
7.256141806    15239.1722        
7.250880464    15786.3876        
7.245626747    16760.0026        
7.240380637    17232.8943        
7.235142119    16043.3769        
7.229911175    16349.8872        
7.22468779     16312.0738        
7.219471947    17231.4628        
7.21426363     15900.5913        
7.209062822    14604.0801        
7.203869507    16091.0856        
7.198683669    17102.0419        
7.193505292    17356.096         
7.18833436     16147.8739        
7.183170857    19592.7853        
7.178014766    17342.9675        
7.172866072    14619.1777        
7.167724759    18056.7247        
7.162590811    16063.2246        
7.157464213    16590.9135        
7.152344947    15374.8539        
7.147233       15586.2762        
7.142128354    16573.3434        
7.137030995    16487.5035        
7.131940907    16844.3622        
7.126858074    16989.0934        
7.12178248     16452.3355        
7.116714111    15688.4881        
7.111652951    16883.2341        
7.106598985    16504.2243        
7.101552196    16273.8507        
7.096512571    17440.6954        
7.091480093    16204.7941        
7.086454748    16137.1414        
7.08143652     16796.5348        
7.076425394    17503.4658        
7.071421356    16993.6189        
7.066424389    17834.8755        
7.06143448     15940.5107        
7.056451613    15260.5761        
7.051475773    16821.1989        
7.046506946    14490.2011        
7.041545116    17707.4843        
7.036590269    16535.3676        
7.031642391    17516.0023        
7.026701466    16894.926         
7.021767479    15436.3047        
7.016840417    17514.2911        
7.011920264    16220.2122        
7.007007007    17458.0302        
7.00210063     16527.4109        
6.99720112     17050.9285        
6.992308461    16389.9639        
6.987422639    17815.2628        
