27.844070    0.00380562
27.766760    0.00424737
27.689870    0.0040658
27.613410    0.00409773
27.537370    0.00408582
27.461750    0.0040632
27.386540    0.00416329
27.311740    0.00398972
27.237350    0.00406649
27.163370    0.0038352
27.089780    0.00371706
27.016600    0.00393541
26.943800    0.00384373
26.871400    0.00404003
26.799390    0.00366496
26.727760    0.00335672
26.656510    0.00356361
26.585640    0.00337407
26.515150    0.00373065
26.445030    0.00389065
26.375280    0.00407768
26.305900    0.00412808
26.236880    0.00381196
26.168220    0.00402528
26.099930    0.00411961
26.031980    0.00354829
25.964390    0.00389697
25.897150    0.00401721
25.830260    0.00401035
25.763710    0.00412658
25.697500    0.00386806
25.631640    0.00371466
25.566110    0.00374596
25.500910    0.0040395
25.436050    0.00406865
25.371510    0.00334392
25.307300    0.00381652
25.243420    0.00392496
25.179860    0.00363365
25.116610    0.00343362
25.053690    0.00335854
24.991070    0.00354176
24.928770    0.00361731
24.866790    0.00417995
24.805100     0.004034
24.743730    0.00387815
24.682650    0.00388713
24.621880    0.00388692
24.561400    0.00385845
24.501230    0.00376435
24.441340    0.00392194
24.381750    0.00408789
24.322450    0.00397323
24.263430    0.00401475
24.204700    0.0040875
24.146260    0.00400017
24.088090    0.00388334
24.030210    0.00403419
23.972600    0.00405532
23.915270    0.00343471
23.858210    0.00335309
23.801430    0.00377982
23.744910    0.00371103
23.688660    0.00411045
23.632680    0.00337844
23.576960    0.00375685
23.521510    0.00343331
23.466310    0.00412693
23.411370    0.0041254
23.356690    0.00397867
23.302260    0.00405503
23.248090    0.00396431
23.194170    0.00406079
23.140500    0.00404218
23.087070    0.00414305
23.033890    0.00411429
22.980960    0.00352512
22.928270    0.00336172
22.875820    0.00404316
22.823610    0.00408067
22.771630    0.00409885
22.719900    0.00398434
22.668390    0.00397045
22.617120    0.00384486
22.566090    0.00413378
22.515280    0.00338223
22.464700    0.00396684
22.414350    0.00357684
22.364220    0.00344431
22.314310    0.00414112
22.264630    0.00396959
22.215170    0.00371666
22.165930    0.00428791
22.116900    0.00372438
22.068100    0.00364021
22.019500    0.00397545
21.971120    0.00368892
21.922960    0.00401136
21.875000    0.00405302
21.827250    0.00359669
21.779710    0.00392958
21.732380    0.00394371
21.685250    0.00339608
21.638330    0.00384798
21.591610    0.00370625
21.545090    0.00397098
21.498770    0.00418549
21.452650    0.00419362
21.406730    0.00416761
21.361000    0.00342739
21.315470    0.00352734
21.270130     0.003715
21.224980    0.00379608
21.180030    0.00388788
21.135270    0.00385525
21.090690    0.00382933
21.046300    0.00398924
21.002100    0.0034194
20.958080    0.00411855
20.914250    0.00403619
20.870600    0.00414485
20.827130    0.00410487
20.783850    0.00361975
20.740740    0.0040878
20.697810    0.00411009
20.655060    0.00406571
20.612490    0.00437419
20.570090    0.00344748
20.527860    0.00411408
20.485810    0.00379167
20.443930    0.00379197
20.402220    0.00412544
20.360670    0.00353699
20.319300    0.00369873
20.278100    0.00416687
20.237060    0.00360415
20.196190    0.00386286
20.155490    0.00390523
20.114940    0.00406244
20.074560    0.00415276
20.034340    0.00406945
19.994290    0.00417708
19.954390    0.00346616
19.914650    0.00370772
19.875070    0.00382493
19.835650    0.00367566
19.796380    0.0040747
19.757270    0.00412996
19.718310    0.00400008
19.679510    0.00362158
19.640850    0.00401721
19.602350    0.00340802
19.564000    0.00410229
19.525800    0.00422445
19.487750    0.00375194
19.449850    0.00338604
19.412090    0.00340561
19.374480    0.00415081
19.337020    0.00365217
19.299700    0.00364868
19.262520    0.0035551
19.225490    0.00378076
19.188600    0.0039386
19.151850    0.00406838
19.115240    0.00372405
19.078770    0.00401901
19.042440    0.00397022
19.006240    0.00330216
18.970190    0.00387589
18.934270    0.00366848
18.898490    0.00386815
