#wvl [um]      Flux [erg/s/cm]
2.906856028    12662.7155        
2.906011292    16709.4982        
2.905167047    12772.8047        
2.904323293    11659.3965        
2.903480028    21018.0031        
2.902637253    12436.7403        
2.901794967    14898.0918        
2.90095317     11769.4745        
2.900111861    13055.8806        
2.89927104     12495.795         
2.898430707    13511.4552        
2.89759086     15003.1339        
2.8967515      14324.2622        
2.895912626    12211.7259        
2.895074238    15108.9219        
2.894236335    17623.8207        
2.893398917    11597.2301        
2.892561983    12891.4946        
2.891725534    10967.4373        
2.890889568    11457.9399        
2.890054085    10398.8073        
2.889219085    13735.3462        
2.888384568    12034.1103        
2.887550532    12255.7258        
2.886716978    12813.7909        
2.885883905    11642.1511        
2.885051313    12875.2235        
2.884219201    12221.7038        
2.883387568    14979.0431        
2.882556416    13678.6115        
2.881725742    12256.6199        
2.880895547    14152.084         
2.88006583     12269.3272        
2.879236591    13507.4824        
2.878407829    15319.8885        
2.877579545    11333.9593        
2.876751736    14390.1701        
2.875924404    17907.6654        
2.875097548    14776.3731        
2.874271167    11933.3156        
2.873445261    10038.4361        
2.872619829    11421.8417        
2.871794872    10578.6713        
2.870970388    13984.4857        
2.870146377    11778.3183        
2.86932284     15319.7833        
2.868499775    10979.5394        
2.867677181    13609.5274        
2.86685506     11832.9505        
2.86603341     12254.5911        
2.86521223     14750.8796        
2.864391521    11431.1915        
2.863571282    12301.9009        
2.862751513    14749.0772        
2.861932213    13367.2633        
2.861113382    12440.8239        
2.860295019    12286.8102        
2.859477124    15857.0663        
2.858659697    13392.5143        
2.857842737    14576.7912        
2.857026244    10990.0702        
2.856210217    10558.6972        
2.855394656    10025.6816        
2.854579561    10363.6837        
2.853764931    10199.4273        
2.852950766    11896.7807        
2.852137066    14504.489         
2.851323829    14961.106         
2.850511056    12030.8917        
2.849698746    10086.8996        
2.848886899    13840.5403        
2.848075515    11709.9762        
2.847264592    13678.1145        
2.846454131    12441.9021        
2.845644132    12340.9264        
2.844834593    14859.2286        
2.844025515    15258.0012        
2.843216897    11234.4903        
2.842408738    14122.8518        
2.841601039    12721.5537        
2.840793799    13378.4576        
2.839987017    13056.4628        
2.839180694    13509.5789        
2.838374828    10052.6751        
2.837569419    9794.36814        
2.836764467    9956.82066        
2.835959972    10676.0132        
2.835155934    10465.5673        
2.83435235     12470.0983        
2.833549223    11008.6898        
2.83274655     16959.5162        
2.831944332    11360.5723        
2.831142568    14511.3554        
2.830341258    13216.6115        
2.829540402    15805.0459        
2.828739998    17530.4555        
2.827940048    9994.28986        
2.827140549    11905.7488        
2.826341503    12595.4913        
2.825542908    11859.7247        
2.824744764    13427.388         
2.823947071    13453.6943        
2.823149829    14298.9443        
2.822353036    12351.3909        
2.821556693    11204.8785        
2.820760799    9206.04367        
2.819965355    11723.9106        
2.819170358    8845.87779        
2.81837581     12320.2509        
2.81758171     11876.5967        
2.816788057    11662.8026        
2.815994851    14013.5258        
2.815202091    11021.0044        
2.814409778    12241.1336        
2.813617911    10448.4832        
2.812826489    12263.8469        
2.812035512    17124.7837        
2.81124498     13625.0256        
2.810454892    12555.2371        
2.809665248    12688.087         
2.808876048    10197.1799        
2.808087291    13301.4644        
2.807298977    11165.4903        
2.806511106    12301.4335        
2.805723676    11700.4705        
2.804936689    11040.1111        
2.804150142    9242.16372        
2.803364037    9556.14945        
2.802578372    8316.76698        
2.801793148    12342.7329        
2.801008363    10614.4934        
2.800224018    19538.7837        
2.799440112    12651.73          
2.798656645    11948.3782        
2.797873616    12376.6313        
2.797091025    11695.7165        
2.796308872    14458.8784        
2.795527157    12364.9848        
2.794745878    13244.8462        
2.793965036    13283.3316        
2.79318463     10745.8443        
2.792404659    11789.3855        
2.791625125    11981.348         
2.790846025    13512.9069        
2.79006736     12376.2149        
2.78928913     11553.3856        
2.788511333    9048.49413        
2.787733971    10640.1231        
2.786957041    9713.88965        
2.786180544    8735.40551        
2.785404481    10788.2872        
2.784628849    13132.0164        
2.783853649    16759.5992        
2.78307888     10379.0486        
2.782304543    12512.142         
2.781530637    9848.97818        
2.78075716     11193.2856        
2.779984114    11691.8565        
2.779211498    11261.5116        
2.778439311    11019.0171        
2.777667553    11865.4333        
2.776896223    11047.7027        
2.776125322    11539.8503        
2.775354849    12088.3425        
2.774584803    15623.1921        
2.773815185    12356.4761        
2.773045993    13458.9676        
2.772277228    9563.98562        
2.771508889    12315.749         
2.770740975    8486.0817         
2.769973487    11729.4991        
2.769206425    11181.3007        
2.768439786    9176.79256        
2.767673573    11946.0805        
2.766907783    10301.5413        
2.766142417    10999.7038        
2.765377474    11691.0822        
2.764612954    11253.8198        
2.763848857    9785.18952        
2.763085182    9015.17233        
2.762321929    13357.0267        
2.761559097    10776.2691        
2.760796687    14683.6941        
2.760034698    12668.9659        
2.759273129    12734.4738        
2.75851198     11447.0041        
2.757751251    10894.1562        
2.756990941    12453.205         
2.756231051    8775.37029        
2.755471579    8915.33212        
2.754712526    9218.17002        
2.753953891    11153.1443        
2.753195674    12404.5374        
2.752437874    11996.9195        
2.751680491    10209.3942        
2.750923524    12068.0176        
2.750166974    10824.3768        
2.749410841    15140.7472        
2.748655122    11996.6623        
2.747899819    14907.1389        
2.747144932    12526.2552        
2.746390458    14863.2521        
2.745636399    10871.8353        
2.744882754    11912.824         
2.744129523    12319.2107        
2.743376705    12858.5085        
2.7426243      10758.4915        
2.741872307    9200.02506        
2.741120727    12890.2984        
2.740369558    8471.22514        
2.739618802    10107.7974        
2.738868456    9361.94575        
2.738118521    13479.1106        
2.737368997    11677.0429        
2.736619883    10594.1563        
2.73587118     12216.197         
2.735122885    8876.82277        
2.734375       15504.7666        
2.733627524    11692.1789        
2.732880456    13748.8037        
2.732133796    12344.5107        
2.731387545    16196.4039        
2.730641701    11458.7584        
2.729896264    12453.8492        
2.729151234    11201.5075        
2.728406611    11151.7055        
2.727662393    11439.5688        
2.726918582    12074.6433        
2.726175176    10813.7559        
2.725432176    9421.49084        
2.72468958     10700.7682        
2.723947389    8356.30446        
2.723205602    11112.3586        
2.722464219    11935.4823        
2.72172324     11156.9101        
2.720982663    9217.02497        
2.72024249     8678.03331        
2.71950272     11035.9343        
2.718763351    11044.2237        
2.718024385    10270.208         
2.71728582     12694.7208        
2.716547656    10528.4708        
2.715809893    11936.9268        
2.715072531    11422.0009        
2.714335569    9961.3635         
2.713599008    12921.0897        
2.712862845    10962.9703        
2.712127083    9821.71156        
2.711391719    8418.3148         
2.710656753    11365.4682        
2.709922187    11006.8997        
2.709188018    9533.48414        
2.708454246    11584.5432        
2.707720873    10873.4251        
2.706987896    10370.7599        
2.706255316    12762.962         
2.705523132    10742.4986        
2.704791345    9928.91513        
2.704059953    15931.6179        
2.703328957    9436.72441        
2.702598355    10661.2692        
2.701868149    9132.00664        
2.701138337    9811.75045        
2.700408919    15524.9415        
2.699679895    14361.1256        
2.698951265    10575.362         
2.698223027    10413.8071        
2.697495183    10648.5717        
2.696767731    10050.4957        
2.696040672    9626.09301        
2.695314004    11589.2778        
2.694587728    9117.066          
2.693861843    8656.42723        
2.69313635     9018.94073        
2.692411247    13587.4049        
2.691686534    8732.73942        
2.690962211    10124.2498        
2.690238278    14645.4018        
2.689514735    13220.9686        
2.68879158     9989.59598        
2.688068815    10304.2188        
2.687346437    11322.1288        
2.686624448    9223.63848        
2.685902847    8947.81258        
2.685181633    13198.8128        
2.684460807    8717.97967        
2.683740367    8242.91237        
2.683020314    13100.9305        
2.682300648    9836.32675        
2.681581367    10655.5875        
2.680862472    10599.6882        
2.680143962    10682.4008        
2.679425837    8289.35722        
2.678708097    14476.2045        
2.677990742    9763.17645        
2.67727377     7890.58096        
2.676557183    11912.0836        
2.675840979    8010.90754        
2.675125158    10579.0737        
2.67440972     10337.9757        
2.673694664    10820.1764        
2.672979991    10007.5982        
2.6722657      16042.3389        
2.67155179     17034.0583        
2.670838262    8107.83424        
2.670125114    8021.92649        
2.669412348    12048.7416        
2.668699962    10033.9322        
2.667987956    14254.4628        
2.66727633     8658.58499        
2.666565083    13648.9117        
2.665854216    10536.0348        
2.665143727    8265.38331        
2.664433618    12715.0939        
2.663723886    10549.9832        
2.663014532    14764.1561        
2.662305557    10074.294         
2.661596958    13394.3066        
2.660888737    11542.3393        
2.660180892    9793.48338        
2.659473424    10105.8636        
2.658766332    22136.9806        
2.658059616    12857.2978        
2.657353276    13457.5155        
2.656647311    10856.9917        
2.655941721    15069.2106        
2.655236506    9469.6914         
2.654531665    10593.5782        
2.653827198    12359.5175        
2.653123105    12501.9336        
2.652419385    9363.25853        
2.651716039    11567.2541        
2.651013066    12821.6111        
2.650310465    15336.3935        
2.649608236    10729.4541        
2.64890638     12792.1966        
2.648204895    12310.3436        
2.647503782    13568.6647        
2.64680304     11275.7436        
2.646102669    10732.3858        
2.645402668    10720.4681        
2.644703038    13731.0652        
2.644003777    10721.211         
2.643304886    13516.9502        
2.642606365    10503.4112        
2.641908213    11759.2782        
2.641210429    10235.7549        
2.640513014    10789.5049        
2.639815967    11617.4039        
2.639119288    11300.526         
2.638422977    13207.7266        
2.637727033    18641.2754        
2.637031456    13397.7251        
2.636336246    13860.2575        
2.635641402    12613.0274        
2.634946925    12453.9245        
2.634252813    9860.95581        
2.633559067    14740.9398        
2.632865686    10065.8309        
2.632172671    11499.9492        
2.63148002     11582.2444        
2.630787733    9128.60042        
2.630095811    10695.3062        
2.629404252    10125.1518        
2.628713057    11910.4258        
2.628022226    13471.0565        
2.627331757    11191.161         
2.626641651    9414.2696         
2.625951908    11368.4106        
2.625262526    13086.7334        
2.624573507    14338.7404        
2.623884849    12222.2216        
2.623196552    13295.3937        
2.622508617    10744.2106        
2.621821042    12010.6535        
2.621133828    14119.5917        
2.620446973    8709.54807        
2.619760479    13249.7898        
2.619074344    11115.6578        
2.618388569    9978.27001        
2.617703152    10356.9899        
2.617018095    9582.94691        
2.616333396    9254.42416        
2.615649055    11168.1202        
2.614965072    11587.1929        
2.614281446    12673.3428        
2.613598178    12215.8331        
2.612915267    9845.0797         
2.612232713    11750.4855        
2.611550515    14183.6612        
2.610868673    13323.1031        
2.610187188    13678.3288        
2.609506058    9271.69598        
2.608825283    10897.9724        
2.608144864    10417.2468        
2.607464799    9277.43791        
2.606785089    10287.5201        
2.606105733    17054.111         
2.605426732    8272.32004        
2.604748084    10494.2859        
2.604069789    9744.92105        
2.603391848    9272.29823        
2.602714259    10104.5399        
2.602037023    10335.2329        
2.60136014     9523.6771         
2.600683608    10531.7027        
2.600007429    12981.7639        
2.5993316      11402.1956        
2.598656124    12060.4442        
2.597980998    9845.34395        
2.597306222    9783.48992        
2.596631798    12890.5391        
2.595957723    8077.95236        
2.595283998    9801.88591        
2.594610623    7432.52692        
2.593937597    13043.2471        
2.593264921    10437.8093        
2.592592593    9039.51303        
2.591920613    12300.6878        
2.591248982    11278.1129        
2.590577699    11224.4495        
2.589906763    11017.3238        
2.589236175    8806.00945        
2.588565934    11480.1521        
2.587896041    9835.51863        
2.587226493    8288.22243        
2.586557292    10076.1353        
2.585888437    13572.4017        
2.585219928    10253.3027        
2.584551765    8978.86324        
2.583883947    7885.70257        
2.583216474    9355.73911        
2.582549345    10394.8123        
2.581882561    11786.6832        
2.581216122    8592.20424        
2.580550026    14797.988         
2.579884274    12177.6492        
2.579218865    10713.6236        
2.5785538      10726.9085        
2.577889077    10487.6739        
2.577224697    8282.82422        
2.57656066     8656.38358        
2.575896964    11041.0915        
2.57523361     9475.37891        
2.574570598    9681.59984        
2.573907928    9302.39145        
2.573245598    7464.94172        
2.572583609    12264.341         
2.571921961    12125.9961        
2.571260652    11128.6148        
2.570599684    19882.1943        
2.569939056    8017.41757        
2.569278767    9909.09479        
2.568618817    11504.2963        
2.567959206    8941.18372        
2.567299934    10014.6831        
2.566641       9365.23519        
2.565982405    10292.2954        
2.565324147    10046.6905        
2.564666227    7682.02951        
2.564008644    13375.1149        
2.563351399    10879.5407        
2.56269449     7219.0709         
2.562037918    16104.4925        
2.561381682    7540.93015        
2.560725783    9352.54662        
2.560070219    8584.53822        
2.559414991    10632.8752        
2.558760098    10083.9982        
2.55810554     13691.5198        
2.557451317    12183.9123        
2.556797429    9593.64491        
2.556143874    9841.02286        
2.555490654    10055.2783        
2.554837768    10854.7077        
2.554185215    11308.5593        
2.553532995    8729.36605        
2.552881109    7351.68141        
2.552229555    12758.8224        
2.551578333    16845.6215        
2.550927444    8056.41819        
2.550276887    11586.7798        
2.549626662    11627.4499        
2.548976768    9115.74348        
2.548327205    8819.42482        
2.547677974    8542.48522        
2.547029073    9074.01982        
2.546380502    11417.4712        
2.545732262    9088.48369        
2.545084351    9693.69486        
2.544436771    8668.8385         
2.54378952     10029.7045        
2.543142598    7215.15291        
2.542496005    15295.7897        
2.54184974     8937.18329        
2.541203805    11622.281         
2.540558197    11626.5117        
2.539912917    12548.3031        
2.539267965    8685.88689        
2.538623341    10187.9819        
2.537979044    9165.33659        
2.537335073    10767.1163        
2.53669143     9185.91474        
2.536048112    7629.81866        
2.535405122    8636.79937        
2.534762457    13333.4047        
2.534120117    10383.4756        
2.533478104    7664.32012        
2.532836415    8247.80155        
2.532195051    10397.3109        
2.531554013    8037.87633        
2.530913298    13012.4251        
2.530272908    11786.241         
2.529632842    11904.2694        
2.528993099    9189.32642        
2.528353681    9262.64282        
2.527714585    9813.7231         
2.527075812    9024.02211        
2.526437362    9770.8475         
2.525799235    9172.44782        
2.52516143     9239.51439        
2.524523947    9689.68671        
2.523886786    7411.35666        
2.523249946    14015.4572        
2.522613428    9438.62662        
2.52197723     8880.33482        
2.521341354    14806.6935        
2.520705798    9558.19749        
2.520070562    14442.857         
2.519435646    8281.6979         
2.518801051    11684.4181        
2.518166775    9305.58666        
2.517532818    8911.53372        
2.51689918     11452.8127        
2.516265861    9892.26944        
2.515632861    8326.24123        
2.51500018     7570.22662        
2.514367816    14852.7219        
2.51373577     12362.9123        
2.513104043    10846.913         
2.512472632    8774.16352        
2.511841539    9079.44565        
2.511210762    8726.62668        
2.510580303    9816.52011        
2.50995016     12378.4167        
2.509320333    10026.6976        
2.508690822    10205.2208        
2.508061627    11763.6595        
2.507432747    16371.5083        
2.506804183    8300.22926        
2.506175934    8250.08041        
2.505547999    8284.20934        
2.504920379    11608.5274        
2.504293074    8622.99781        
2.503666082    9758.80489        
2.503039405    8464.8775         
2.502413041    11241.0169        
2.501786991    12150.0861        
2.501161253    15098.2762        
2.500535829    9184.62113        
2.499910717    10123.4926        
2.499285918    10324.9331        
2.498661431    15740.697         
2.498037256    7834.90259        
2.497413393    12968.1936        
2.496789842    8918.8608         
2.496166601    11157.6129        
2.495543672    10297.5857        
2.494921054    10108.4203        
2.494298746    24842.8064        
2.493676748    12263.359         
2.493055061    9476.34969        
2.492433683    15374.132         
2.491812616    12363.2162        
2.491191857    8376.21396        
2.490571408    9056.32958        
2.489951268    9978.65355        
2.489331437    7906.12676        
2.488711914    9227.99322        
2.488092699    10306.8372        
2.487473793    9968.60062        
2.486855194    10111.0529        
2.486236903    11274.8117        
2.485618919    20788.3517        
2.485001243    12299.2203        
2.484383873    11434.9117        
2.48376681     15949.6332        
2.483150053    9748.01905        
2.482533603    8476.10471        
2.481917459    8879.54717        
2.48130162     10738.1795        
2.480686087    12383.9114        
2.480070859    13464.8503        
2.479455937    10559.9016        
2.478841319    8639.54831        
2.478227006    11024.3732        
2.477612997    9113.61801        
2.476999292    13171.0047        
2.476385892    10767.1495        
2.475772795    10636.0308        
2.475160001    8683.25891        
2.474547511    9538.96925        
2.473935324    8865.51202        
2.47332344     10626.4025        
2.472711858    10955.703         
2.472100579    9938.8242         
2.471489602    15215.1078        
2.470878927    9669.92398        
2.470268553    9816.8993         
2.469658482    12138.2914        
2.469048711    9951.5524         
2.468439241    9264.16659        
2.467830072    9202.43446        
2.467221204    13230.7109        
2.466612636    9630.40328        
2.466004368    9587.83832        
2.465396401    13920.043         
2.464788732    16620.2677        
2.464181364    16856.9249        
2.463574294    10994.8957        
2.462967524    11328.3721        
2.462361052    20829.6928        
2.46175488     9029.42964        
2.461149005    8999.59592        
2.460543429    10293.9952        
2.45993815     9392.54402        
2.459333169    11749.2545        
2.458728486    14645.791         
2.4581241      16243.0872        
2.457520011    15276.3795        
2.456916219    12213.3458        
2.456312724    11203.0835        
2.455709525    15116.2558        
2.455106622    10643.8421        
2.454504015    10068.539         
2.453901704    9594.35867        
2.453299688    9270.46773        
2.452697968    9524.15774        
2.452096543    9918.87158        
2.451495412    9823.46371        
2.450894577    15680.6057        
2.450294035    13962.7344        
2.449693788    14873.1589        
2.449093835    20976.5019        
2.448494176    10199.5847        
2.44789481     9968.37102        
2.447295738    10989.631         
2.446696959    12138.3673        
2.446098473    10013.4419        
2.445500279    19180.8805        
2.444902379    11778.3024        
2.44430477     10085.889         
2.443707453    10544.4236        
2.443110429    16398.508         
2.442513696    10764.3187        
2.441917254    10794.0767        
2.441321103    13437.2008        
2.440725244    11996.6917        
2.440129675    10910.3613        
2.439534397    16727.9678        
2.43893941     16171.1748        
2.438344712    14886.3317        
2.437750305    14326.2077        
2.437156187    10390.3906        
2.436562359    9656.58605        
2.43596882     12010.6648        
2.43537557     11359.2463        
2.434782609    11718.2759        
2.434189936    11132.1949        
2.433597552    10780.3805        
2.433005457    20406.8215        
2.432413649    23328.5722        
2.43182213     12918.0523        
2.431230897    10601.2999        
2.430639953    11809.7603        
2.430049295    11368.8659        
2.429458925    13907.3206        
2.428868841    17202.132         
2.428279044    11341.3054        
2.427689533    14874.0835        
2.427100309    11705.2919        
2.42651137     10971.1322        
2.425922717    14566.4398        
2.42533435     13183.1208        
2.424746268    15345.9843        
2.424158471    14832.9085        
2.423570959    10205.8531        
2.422983731    14855.6719        
2.422396789    11959.9944        
2.42181013     14607.1084        
2.421223756    23505.5653        
2.420637665    17299.3649        
2.420051858    10227.5802        
2.419466335    9728.58949        
2.418881095    14290.9528        
2.418296138    11638.4097        
2.417711463    18696.7778        
2.417127072    17944.6113        
2.416542963    9817.71738        
2.415959136    12076.5426        
2.415375591    22117.4755        
2.414792328    15007.17          
2.414209346    11334.385         
2.413626646    10010.1119        
2.413044228    13180.5624        
2.41246209     17912.3516        
2.411880233    13004.5475        
2.411298657    12994.5625        
2.410717361    16854.5709        
2.410136345    10218.3053        
2.409555609    13615.2467        
2.408975153    14910.3621        
2.408394977    11712.0281        
2.40781508     11052.448         
2.407235462    9945.20941        
2.406656123    22936.4886        
2.406077063    20779.7435        
2.405498282    12945.0734        
2.404919779    15783.6204        
2.404341554    9145.27383        
2.403763607    23526.909         
2.403185938    12948.0911        
2.402608546    13198.0428        
2.402031432    15655.989         
2.401454595    15953.7245        
2.400878035    9796.91894        
2.400301752    12482.6346        
2.399725746    25841.5407        
2.399150015    19253.0703        
2.398574561    23722.2822        
2.397999383    9350.69483        
2.397424481    14582.7779        
2.396849854    15509.0976        
2.396275503    16207.637         
2.395701427    25252.1988        
2.395127626    9281.574          
2.3945541      13003.114         
2.393980848    24049.264         
2.393407871    20057.3049        
2.392835168    13270.8396        
2.392262739    9386.04142        
2.391690584    11471.5868        
2.391118702    21121.8255        
2.390547094    14403.0602        
2.389975759    25421.0349        
2.389404697    9224.42236        
2.388833908    18163.3496        
2.388263391    10415.5202        
2.387693147    20723.2854        
2.387123176    15048.2536        
2.386553476    9133.43392        
2.385984048    11728.7889        
2.385414892    18801.0936        
2.384846007    19492.2306        
2.384277394    11038.264         
2.383709051    9089.31359        
2.38314098     15570.7665        
2.382573179    13829.9088        
2.382005649    23499.3093        
2.381438389    16179.5583        
2.380871399    8676.6027         
2.380304679    23020.5           
2.379738229    17630.3432        
2.379172048    15059.2954        
2.378606137    17225.1805        
2.378040495    8940.06           
2.377475121    22286.0303        
2.376910017    15920.9           
2.376345181    14879.9157        
2.375780614    9007.90004        
2.375216314    19949.2724        
2.374652283    18737.4801        
2.37408852     16835.82          
2.373525024    20996.2687        
2.372961795    8932.6091         
2.372398834    19612.662         
2.37183614     18974.1403        
2.371273713    12600.1663        
2.370711552    8911.79252        
2.370149658    16222.3762        
2.36958803     18614.5487        
2.369026668    13221.2246        
2.368465573    15692.818         
2.367904743    9042.80064        
2.367344178    14218.9808        
2.366783879    15484.231         
2.366223845    17403.8616        
2.365664076    9119.20753        
2.365104571    14964.5113        
2.364545332    19608.986         
2.363986356    14133.4459        
2.363427645    15560.0825        
2.362869198    9013.98263        
2.362311015    18805.3342        
2.361753096    16210.0187        
2.36119544     13183.5498        
2.360638047    9289.52948        
2.360080917    16320.8927        
2.35952405     13182.9798        
2.358967446    16322.3091        
2.358411105    8961.74776        
2.357855026    12552.2924        
2.357299209    21991.2644        
2.356743654    12578.9186        
2.35618836     9257.75367        
2.355633329    21156.2366        
2.355078559    20968.3079        
2.35452405     12668.7527        
2.353969802    9976.67314        
2.353415815    21607.7635        
2.352862089    11069.7049        
2.352308623    15591.9203        
2.351755417    9503.21534        
2.351202472    12236.269         
2.350649787    16678.8911        
2.350097361    22495.3076        
2.349545195    9656.07388        
2.348993289    27061.3905        
2.348441641    12325.6064        
2.347890253    24227.5272        
2.347339123    20620.7131        
2.346788253    12415.915         
2.34623764     13855.423         
2.345687286    12955.6266        
2.345137191    12123.0283        
2.344587353    12117.6454        
2.344037772    12604.1246        
2.34348845     12932.9362        
2.342939385    12721.0345        
2.342390577    27784.215         
2.341842026    13813.3802        
2.341293732    9741.50776        
2.340745695    25171.2078        
2.340197914    12510.1463        
2.339650389    16121.7789        
2.339103121    9758.11148        
2.338556109    23119.5501        
2.338009352    13208.2575        
2.337462851    9927.17329        
2.336916605    13551.177         
2.336370615    27284.6623        
2.33582488     12674.22          
2.335279399    9481.50224        
2.334734174    13412.9669        
2.334189203    21816.9384        
2.333644486    8962.88143        
2.333100023    13227.084         
2.332555815    25805.5387        
2.33201186     8823.23231        
2.331468159    16170.7485        
2.330924711    15234.6003        
2.330381517    8550.94133        
2.329838575    23979.8596        
2.329295887    15585.2924        
2.328753452    8992.64451        
2.328211269    10358.1205        
2.327669338    15811.6808        
2.32712766     23602.3978        
2.326586233    8528.82406        
2.326045059    18148.6844        
2.325504136    17154.6089        
2.324963465    8475.60475        
2.324423045    21830.5335        
2.323882876    8329.22161        
2.323342959    13924.199         
2.322803292    13412.7111        
2.322263876    8401.49828        
2.32172471     18438.3613        
2.321185794    22022.5213        
2.320647129    8345.64186        
2.320108714    24023.9787        
2.319570548    24935.3339        
2.319032632    8371.90933        
2.318494966    19857.2922        
2.317957548    8373.59927        
2.31742038     13124.0434        
2.316883461    25593.5149        
2.31634679     8333.66136        
2.315810368    27351.1159        
2.315274195    11199.5713        
2.314738269    8493.10524        
2.314202592    22754.328         
2.313667162    8456.8912         
2.313131981    25968.209         
2.312597046    8509.67112        
2.31206236     24411.3108        
2.31152792     15806.7809        
2.310993727    8543.01408        
2.310459781    29397.4102        
2.309926082    8424.98489        
2.30939263     26255.3618        
2.308859423    8736.43042        
2.308326463    29446.5405        
2.307793749    8708.93128        
2.307261281    29773.0188        
2.306729058    8887.76062        
2.306197081    29594.0582        
2.305665349    8879.79061        
2.305133862    24877.1074        
2.304602621    9282.40154        
2.304071624    9476.72529        
2.303540871    27715.4219        
2.303010364    9569.34017        
2.3024801      29107.5618        
2.301950081    9928.0472         
2.301420305    9812.81529        
2.300890773    17853.5786        
2.300361485    10412.7248        
2.299832441    10767.5765        
2.299303639    10377.7636        
2.298775081    24107.4434        
2.298246766    10967.1252        
2.297718694    12051.225         
2.297190864    12614.6984        
2.296663276    12643.5865        
2.296135931    13563.783         
2.295608828    11421.0944        
2.295081967    13881.5628        
2.294555348    13151.7597        
2.29402897     13798.5414        
2.293502834    13626.4849        
2.292976939    23665.8885        
2.292451285    21543.0885        
2.291925873    17693.5793        
2.291400701    16437.9337        
2.290875769    27080.4359        
2.290351078    18383.3833        
2.289826627    27868.9674        
2.289302417    26222.5783        
2.288778446    22108.1009        
2.288254715    29884.8376        
2.287731224    27252.1634        
2.287207973    20166.0138        
2.28668496     21069.396         
2.286162187    28804.5788        
2.285639653    22436.3436        
2.285117357    28656.7269        
2.2845953      15370.8073        
2.284073482    20731.1181        
2.283551902    26502.8648        
2.28303056     25849.5895        
2.282509456    26163.7343        
2.28198859     27627.0261        
2.281467962    25982.3621        
2.280947571    15708.0416        
2.280427417    15637.6532        
2.279907501    27523.7273        
2.279387822    21364.1019        
2.278868379    23676.4715        
2.278349173    23595.5233        
2.277830204    26234.7112        
2.277311471    28889.919         
2.276792974    23851.9426        
2.276274714    18919.3443        
2.275756689    26887.0884        
2.2752389      29045.7735        
2.274721347    18739.5587        
2.274204029    26025.4427        
2.273686946    28835.434         
2.273170098    21047.958         
2.272653485    21729.1901        
2.272137107    18369.9569        
2.271620964    26558.5465        
2.271105055    20417.5323        
2.27058938     18758.4941        
2.27007394     22604.4177        
2.269558733    24452.8779        
2.26904376     19176.0297        
2.268529021    24818.582         
2.268014515    19446.2495        
2.267500243    26834.0778        
2.266986204    23283.9269        
2.266472398    18954.1713        
2.265958824    26005.8925        
2.265445484    22105.9452        
2.264932376    15803.1921        
2.2644195      23827.6958        
2.263906856    22897.7204        
2.263394445    21416.2812        
2.262882265    28350.0148        
2.262370318    23828.2894        
2.261858602    28168.3785        
2.261347117    22916.7715        
2.260835863    28729.108         
2.260324841    22790.5558        
2.25981405     26427.4801        
2.259303489    28074.8741        
2.258793159    24683.9774        
2.25828306     24164.1078        
2.257773191    22328.0476        
2.257263552    24655.1121        
2.256754143    26255.828         
2.256244964    20379.4931        
2.255736014    27369.8803        
2.255227295    24305.168         
2.254718804    19996.7885        
2.254210543    27237.075         
2.253702511    21034.8554        
2.253194708    28093.9152        
2.252687134    23376.4793        
2.252179788    27871.4848        
2.251672671    19984.7097        
2.251165782    28061.04          
2.250659122    27324.2335        
2.250152689    18651.2272        
2.249646484    20637.9174        
2.249140507    27598.9587        
2.248634757    24891.4533        
2.248129235    26439.3712        
2.24762394     23226.5271        
2.247118873    23232.6483        
2.246614032    19757.6785        
2.246109418    28102.4023        
2.24560503     29289.4055        
2.245100869    25193.3483        
2.244596935    21840.2797        
2.244093226    26019.3042        
2.243589744    18422.8238        
2.243086487    25913.329         
2.242583456    18105.9467        
2.242080651    18238.4625        
2.241578071    26697.7807        
2.241075716    26885.3012        
2.240573587    26709.049         
2.240071682    28183.917         
2.239570003    27802.1209        
2.239068547    21526.2701        
2.238567317    22641.6894        
2.238066311    26283.9735        
2.237565529    25297.2807        
2.237064971    28302.4402        
2.236564637    22201.7598        
2.236064526    22894.7691        
2.23556464     20251.133         
2.235064977    25768.459         
2.234565537    22856.0871        
2.23406632     27170.0355        
2.233567326    25078.5419        
2.233068555    21640.4071        
2.232570007    28211.9927        
2.232071681    27035.4192        
2.231573578    28277.5255        
2.231075697    26758.2757        
2.230578038    22156.493         
2.230080601    25369.5543        
2.229583386    25401.4408        
2.229086393    24320.3475        
2.228589621    27206.639         
2.228093071    24177.3322        
2.227596741    19922.1387        
2.227100633    25546.4777        
2.226604746    21904.6966        
2.226109079    27134.0669        
2.225613633    27801.3925        
2.225118408    25903.6166        
2.224623403    27334.6742        
2.224128618    24533.8814        
2.223634053    25996.8981        
2.223139708    24324.837         
2.222645583    26942.3806        
2.222151678    24545.0509        
2.221657992    24101.5295        
2.221164525    18045.4133        
2.220671277    27153.3995        
2.220178249    19541.4302        
2.219685439    22171.6142        
2.219192848    20799.2409        
2.218700475    27400.8631        
2.218208321    25908.8136        
2.217716386    25693.8897        
2.217224668    24362.8181        
2.216733169    25670.7695        
2.216241887    25896.2656        
2.215750823    25866.0834        
2.215259977    25322.344         
2.214769348    25464.1827        
2.214278936    27010.1488        
2.213788741    25607.8525        
2.213298764    25133.3036        
2.212809003    26858.4964        
2.212319459    26879.7555        
2.211830131    28486.7915        
